educatorID,regionID,eName,position,subject,qualification,birthDate,sex,schoolID
1079,1,Daniel Reyes,Teacher,Mathematics,Master's degree,1978-10-08,Female,70
1080,2,Tina Bentley,Teacher,English,Diploma,1978-10-08,Male,195
1081,4,Laura Phillips,Teacher,Sesotho,Master's degree,1978-10-08,Male,275
1082,2,Sherri Martin,Teacher,English,Diploma,1978-10-08,Female,213
1083,2,Jeffrey Proctor,Teacher,Chemistry,PhD,1978-10-08,Male,182
1084,3,Kerri Powell,Teacher,Physics,Bachelor's degree,1978-10-08,Male,8
1085,1,Andrew Wolf,Teacher,Chemistry,Diploma,1978-10-08,Male,150
1086,1,Mary Jenkins,Teacher,Sesotho,Master's degree,1978-10-08,Male,166
1087,3,Kelly Williams,Teacher,Accounting,PhD,1978-10-08,Male,121
1088,4,Mary George,Teacher,History,PhD,1978-10-08,Female,189
1089,4,Christopher Chase,Teacher,English,Diploma,1978-10-08,Male,296
1090,2,Jose Lee,Teacher,Sesotho,PhD,1978-10-08,Female,190
1091,2,Sandy Phillips,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,34
1092,1,Vanessa Gibson,Teacher,English,Diploma,1978-10-08,Male,228
1093,4,Rodney Morales,Teacher,History,Bachelor's degree,1978-10-08,Male,79
1094,1,Brian Smith,Teacher,History,Diploma,1978-10-08,Female,36
1095,2,Michael Robinson,Teacher,Geography,Bachelor's degree,1978-10-08,Female,253
1096,2,Nicholas Kelley,Teacher,History,Master's degree,1978-10-08,Female,204
1097,4,Kimberly Nguyen,Teacher,History,Master's degree,1978-10-08,Male,97
1098,4,Michael Raymond,Teacher,Geography,Bachelor's degree,1978-10-08,Male,71
1099,3,Rebecca Brown,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,8
1100,3,William Huff,Teacher,Accounting,PhD,1978-10-08,Female,171
1101,2,Mr. Patrick Duncan,Teacher,Sesotho,Diploma,1978-10-08,Female,302
1102,4,Beth Gonzales,Teacher,Biology,Diploma,1978-10-08,Male,57
1103,2,John Freeman,Teacher,Accounting,Master's degree,1978-10-08,Male,146
1104,4,Robert Hansen,Teacher,Biology,Bachelor's degree,1978-10-08,Female,4
1105,4,Caitlin Jimenez,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,130
1106,2,Pamela Walton,Teacher,Geography,Diploma,1978-10-08,Male,89
1107,1,Veronica Meyer,Teacher,Geography,Master's degree,1978-10-08,Female,240
1108,4,Sharon Rhodes,Teacher,English,Diploma,1978-10-08,Female,118
1109,1,Daniel Barnett,Teacher,Mathematics,Diploma,1978-10-08,Male,212
1110,3,Brian Mueller,Teacher,Geography,Bachelor's degree,1978-10-08,Male,210
1111,3,Tara Nunez,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,210
1112,2,Megan Walker,Teacher,Chemistry,Bachelor's degree,1978-10-08,Female,6
1113,4,Sandra Horton,Teacher,Biology,Diploma,1978-10-08,Female,247
1114,1,Julie Gonzalez,Teacher,Biology,Bachelor's degree,1978-10-08,Female,309
1115,1,Jennifer Travis,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,291
1116,3,Terrence Gross,Teacher,Geography,Diploma,1978-10-08,Male,191
1117,2,Tommy Boone,Teacher,Geography,Master's degree,1978-10-08,Male,154
1118,1,Matthew Scott,Teacher,English,Bachelor's degree,1978-10-08,Male,232
1119,1,Antonio Smith,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,48
1120,1,Melanie Jones,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,243
1121,4,Nancy Martin,Teacher,Sesotho,Diploma,1978-10-08,Male,189
1122,4,Mary Lara,Teacher,Sesotho,Master's degree,1978-10-08,Male,183
1123,1,Jill Taylor,Teacher,Geography,PhD,1978-10-08,Female,107
1124,2,John Evans,Teacher,Geography,Bachelor's degree,1978-10-08,Female,39
1125,3,Jimmy Castro,Teacher,Geography,Diploma,1978-10-08,Female,12
1126,3,Nicholas Hicks,Teacher,History,Bachelor's degree,1978-10-08,Male,98
1127,2,Adrian Cook,Teacher,Accounting,PhD,1978-10-08,Female,85
1128,1,Daniel Robertson,Teacher,History,Diploma,1978-10-08,Male,153
1129,3,Jose Morgan,Teacher,Biology,Master's degree,1978-10-08,Male,30
1130,1,Barbara Crawford,Teacher,English,Diploma,1978-10-08,Female,126
1131,2,Spencer Jennings,Teacher,Geography,PhD,1978-10-08,Female,85
1132,3,Andrew Johnson,Teacher,Chemistry,Bachelor's degree,1978-10-08,Female,7
1133,2,Mathew Hensley,Teacher,Mathematics,Diploma,1978-10-08,Male,214
1134,3,Terri Moore,Teacher,Physics,Bachelor's degree,1978-10-08,Female,102
1135,2,Julie Orr,Teacher,Biology,PhD,1978-10-08,Female,133
1136,3,Jasmine Pham,Teacher,Chemistry,Diploma,1978-10-08,Male,140
1137,3,Sarah Chambers,Teacher,History,Bachelor's degree,1978-10-08,Male,287
1138,4,Crystal Perry,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,122
1139,1,Jennifer George,Teacher,Mathematics,Diploma,1978-10-08,Male,232
1140,1,Kim White,Teacher,Chemistry,Master's degree,1978-10-08,Male,63
1141,2,Mr. Kyle Bradley,Teacher,History,Diploma,1978-10-08,Female,146
1142,2,Anne Riley,Teacher,Physics,Master's degree,1978-10-08,Female,316
1143,1,James Whitehead,Teacher,Sesotho,Master's degree,1978-10-08,Male,40
1144,2,Chad Jimenez,Teacher,Accounting,Diploma,1978-10-08,Male,200
1145,3,Suzanne Johnson,Teacher,Physics,Master's degree,1978-10-08,Female,320
1146,1,Michelle Figueroa,Teacher,Physics,Diploma,1978-10-08,Male,63
1147,1,Ashley Wood,Teacher,Geography,Master's degree,1978-10-08,Female,10
1148,2,Bobby Mills,Teacher,English,Bachelor's degree,1978-10-08,Male,87
1149,4,Stacy Watts DVM,Teacher,Biology,Master's degree,1978-10-08,Male,114
1150,4,John Lopez,Teacher,Sesotho,Master's degree,1978-10-08,Male,81
1151,3,Courtney Mcfarland MD,Teacher,Geography,PhD,1978-10-08,Male,47
1152,1,Tamara Diaz,Teacher,Biology,Bachelor's degree,1978-10-08,Male,273
1153,2,Jessica Cortez,Teacher,Chemistry,PhD,1978-10-08,Male,85
1154,2,Kenneth Foster,Teacher,Mathematics,Diploma,1978-10-08,Male,214
1155,1,Benjamin Ramirez,Teacher,Biology,Diploma,1978-10-08,Female,63
1156,2,Jason Jones,Teacher,English,Diploma,1978-10-08,Male,35
1157,1,Anthony Huff,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,115
1158,2,Michelle Brown,Teacher,Mathematics,Master's degree,1978-10-08,Male,165
1159,1,Isaiah Hernandez,Teacher,Geography,Bachelor's degree,1978-10-08,Female,317
1160,3,Denise Humphrey,Teacher,Accounting,Master's degree,1978-10-08,Male,318
1161,2,Jennifer Kane,Teacher,Biology,Bachelor's degree,1978-10-08,Female,214
1162,2,Paul Gonzalez,Teacher,Geography,Master's degree,1978-10-08,Male,156
1163,3,Joseph Smith,Teacher,Geography,Bachelor's degree,1978-10-08,Male,121
1164,1,George Freeman,Teacher,History,Bachelor's degree,1978-10-08,Female,313
1165,1,Jesse Williams,Teacher,History,Master's degree,1978-10-08,Female,166
1166,1,Vincent Kelly,Teacher,Geography,Bachelor's degree,1978-10-08,Female,157
1167,3,Keith Smith,Teacher,Accounting,Diploma,1978-10-08,Male,248
1168,1,Derek Curry,Teacher,Accounting,Master's degree,1978-10-08,Male,291
1169,3,Shawn Carpenter,Teacher,English,PhD,1978-10-08,Female,23
1170,2,Adam Rivera,Teacher,Mathematics,Diploma,1978-10-08,Male,277
1171,1,Jenna Garcia MD,Teacher,English,Master's degree,1978-10-08,Female,177
1172,2,Mary Franklin,Teacher,Mathematics,PhD,1978-10-08,Female,169
1173,4,Barbara Reyes,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,258
1174,4,Connie Ramirez,Teacher,Geography,Bachelor's degree,1978-10-08,Female,260
1175,2,Daniel Patrick,Teacher,Biology,Bachelor's degree,1978-10-08,Female,11
1176,3,Andrew Smith,Teacher,Accounting,PhD,1978-10-08,Male,280
1177,1,Jennifer Reyes,Teacher,Physics,Bachelor's degree,1978-10-08,Female,244
1178,1,Theresa Garcia,Teacher,Biology,PhD,1978-10-08,Male,283
1179,2,Timothy Johnson,Teacher,English,Diploma,1978-10-08,Female,173
1180,1,Eric Espinoza,Teacher,Accounting,Diploma,1978-10-08,Male,249
1181,3,William Reyes,Teacher,English,Diploma,1978-10-08,Male,88
1182,1,Ashley Gray,Teacher,Physics,Diploma,1978-10-08,Male,108
1183,3,Brian Clay,Teacher,Geography,Bachelor's degree,1978-10-08,Male,121
1184,1,Matthew Hernandez,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,240
1185,4,Tyler Wallace,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,260
1186,2,William Jones,Teacher,Accounting,PhD,1978-10-08,Female,306
1187,1,Vanessa Reeves,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,99
1188,3,Darlene Bray DVM,Teacher,Biology,Master's degree,1978-10-08,Female,318
1189,2,Matthew Price,Teacher,Physics,Diploma,1978-10-08,Female,49
1190,2,Margaret Anderson,Teacher,Physics,Bachelor's degree,1978-10-08,Male,96
1191,2,Keith Dodson,Teacher,Physics,PhD,1978-10-08,Male,172
1192,4,Dorothy Beasley,Teacher,Physics,Master's degree,1978-10-08,Female,61
1193,1,Donald Martinez,Teacher,English,PhD,1978-10-08,Female,217
1194,3,Eric Marshall,Teacher,Accounting,Diploma,1978-10-08,Female,29
1195,2,Robert Thompson,Teacher,Chemistry,Diploma,1978-10-08,Female,308
1196,1,Nicholas Rose,Teacher,English,PhD,1978-10-08,Female,141
1197,4,Michael Brown,Teacher,Accounting,PhD,1978-10-08,Female,186
1198,1,Jennifer Vincent,Teacher,Accounting,PhD,1978-10-08,Male,271
1199,2,John Holloway,Teacher,Biology,Master's degree,1978-10-08,Male,201
1200,4,Karen Trujillo,Teacher,Physics,PhD,1978-10-08,Male,83
1201,1,Julie Lane,Teacher,Chemistry,Bachelor's degree,1978-10-08,Female,326
1202,4,Kevin Santiago,Teacher,Mathematics,Master's degree,1978-10-08,Male,167
1203,1,Kathleen Johnson,Teacher,Physics,Master's degree,1978-10-08,Male,63
1204,3,Lee Taylor,Teacher,Geography,Bachelor's degree,1978-10-08,Male,191
1205,2,Samuel Gregory,Teacher,Geography,Master's degree,1978-10-08,Male,187
1206,3,Paula Thomas,Teacher,Sesotho,PhD,1978-10-08,Male,184
1207,2,Michael Smith,Teacher,Sesotho,PhD,1978-10-08,Female,298
1208,1,James Alexander,Teacher,Biology,Master's degree,1978-10-08,Female,216
1209,3,Shaun Goodwin,Teacher,English,Master's degree,1978-10-08,Female,318
1210,2,Krista Campbell,Teacher,History,Bachelor's degree,1978-10-08,Male,85
1211,1,James Robertson,Teacher,Geography,Bachelor's degree,1978-10-08,Female,225
1212,2,Donald Miller,Teacher,Mathematics,Diploma,1978-10-08,Male,229
1213,1,Erin Dominguez,Teacher,Geography,Diploma,1978-10-08,Female,40
1214,1,Jeffrey Mclean,Teacher,History,Bachelor's degree,1978-10-08,Female,194
1215,3,Carrie Peters,Teacher,Biology,PhD,1978-10-08,Female,92
1216,3,Casey Porter,Teacher,Accounting,Diploma,1978-10-08,Female,13
1217,2,Janet Foster,Teacher,English,Diploma,1978-10-08,Male,285
1218,2,Jermaine Esparza,Teacher,History,PhD,1978-10-08,Male,44
1219,3,Michael Floyd,Teacher,English,Diploma,1978-10-08,Male,95
1220,2,Rebekah Mosley,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,31
1221,4,Dr. Robert Ortega DDS,Teacher,Biology,Master's degree,1978-10-08,Male,284
1222,3,Ryan Hernandez,Teacher,Physics,Bachelor's degree,1978-10-08,Male,8
1223,1,Linda Escobar,Teacher,Sesotho,Diploma,1978-10-08,Male,163
1224,2,Jessica Harris,Teacher,Chemistry,Diploma,1978-10-08,Female,265
1225,2,Jessica Melendez,Teacher,Biology,PhD,1978-10-08,Female,46
1226,2,Chris Lucas,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,58
1227,1,Sarah Johnson,Teacher,Chemistry,PhD,1978-10-08,Male,157
1228,1,Brianna White,Teacher,History,PhD,1978-10-08,Female,160
1229,1,Andrew Wallace,Teacher,Biology,Diploma,1978-10-08,Female,234
1230,2,Michael Palmer,Teacher,Sesotho,PhD,1978-10-08,Male,127
1231,2,Sabrina Clark,Teacher,History,Master's degree,1978-10-08,Male,164
1232,3,Deborah Pace,Teacher,Sesotho,PhD,1978-10-08,Female,68
1233,2,Donald Hickman,Teacher,Geography,PhD,1978-10-08,Female,6
1234,3,Rachel Joseph,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,174
1235,1,Monica Peterson,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,273
1236,1,Angela Thompson,Teacher,Geography,PhD,1978-10-08,Female,78
1237,3,Kelly Arnold,Teacher,History,Master's degree,1978-10-08,Female,67
1238,1,Donna Hernandez,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,326
1239,2,Michael Strickland,Teacher,Sesotho,Master's degree,1978-10-08,Male,229
1240,3,Courtney Perry,Teacher,Mathematics,Master's degree,1978-10-08,Female,7
1241,4,Jose Pierce,Teacher,Geography,Diploma,1978-10-08,Male,84
1242,4,Nathan Wilson,Teacher,Sesotho,Master's degree,1978-10-08,Male,301
1243,1,Jennifer Little,Teacher,Biology,Bachelor's degree,1978-10-08,Male,22
1244,3,Sarah Clarke,Teacher,Chemistry,Master's degree,1978-10-08,Male,151
1245,1,Philip Reese,Teacher,English,PhD,1978-10-08,Female,141
1246,2,Tabitha Lyons,Teacher,Accounting,PhD,1978-10-08,Male,65
1247,1,Jose Alvarado,Teacher,Geography,Master's degree,1978-10-08,Female,255
1248,4,Philip Jennings,Teacher,English,PhD,1978-10-08,Male,142
1249,1,Rickey Charles,Teacher,Sesotho,Master's degree,1978-10-08,Male,238
1250,4,Angela Lyons,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,24
1251,1,Thomas Campbell,Teacher,Mathematics,Diploma,1978-10-08,Male,1
1252,2,Emily Hull,Teacher,Accounting,Master's degree,1978-10-08,Male,208
1253,1,Jose Davidson,Teacher,Biology,Bachelor's degree,1978-10-08,Female,123
1254,4,Michael Clarke,Teacher,Physics,PhD,1978-10-08,Male,32
1255,1,Crystal Rodriguez,Teacher,Physics,Diploma,1978-10-08,Female,64
1256,3,Kyle Strickland,Teacher,Accounting,Diploma,1978-10-08,Female,30
1257,3,Guy Fletcher,Teacher,Physics,Diploma,1978-10-08,Male,151
1258,2,Wanda Hill,Teacher,Physics,PhD,1978-10-08,Female,133
1259,2,Heather Phillips,Teacher,Physics,Master's degree,1978-10-08,Female,316
1260,1,Pamela Williams,Teacher,English,Diploma,1978-10-08,Female,1
1261,1,Gabriella Valdez,Teacher,Mathematics,Bachelor's degree,1978-10-08,Male,206
1262,2,Evan Thomas,Teacher,Mathematics,Master's degree,1978-10-08,Male,187
1263,1,Benjamin Mcneil,Teacher,Biology,Diploma,1978-10-08,Male,236
1264,1,Daniel Bryan,Teacher,Geography,PhD,1978-10-08,Male,59
1265,3,Lisa Butler,Teacher,Biology,PhD,1978-10-08,Male,26
1266,3,Jason Brady,Teacher,Biology,Bachelor's degree,1978-10-08,Female,320
1267,1,Stacey Cooper,Teacher,History,Diploma,1978-10-08,Male,62
1268,1,Peter Schneider PhD,Teacher,English,PhD,1978-10-08,Female,106
1269,1,Crystal Mcmahon,Teacher,Chemistry,PhD,1978-10-08,Male,51
1270,4,Crystal Moses,Teacher,History,Master's degree,1978-10-08,Female,83
1271,4,Stephanie Lee,Teacher,Accounting,Diploma,1978-10-08,Male,116
1272,1,Samantha Chambers,Teacher,Sesotho,Diploma,1978-10-08,Male,22
1273,1,Gabriel Hall,Teacher,Biology,Master's degree,1978-10-08,Male,141
1274,3,Raymond Cooke,Teacher,Chemistry,Master's degree,1978-10-08,Male,171
1275,4,Randy Simon,Teacher,Mathematics,PhD,1978-10-08,Female,71
1276,4,Elizabeth Holmes,Teacher,Mathematics,Diploma,1978-10-08,Female,24
1277,1,Jessica Mcbride,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,300
1278,2,Christine Ross DDS,Teacher,English,Master's degree,1978-10-08,Male,103
1279,1,Jason Williams,Teacher,Chemistry,Diploma,1978-10-08,Female,249
1280,1,Isaac James,Teacher,History,Master's degree,1978-10-08,Male,239
1281,1,Brenda Flores,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,249
1282,3,Michelle Russell,Teacher,History,Bachelor's degree,1978-10-08,Male,151
1283,4,James Stone,Teacher,Mathematics,PhD,1978-10-08,Female,319
1284,1,Timothy Contreras,Teacher,Geography,PhD,1978-10-08,Male,309
1285,2,Michael Rivera,Teacher,Biology,PhD,1978-10-08,Female,89
1286,2,Lori Williams,Teacher,Physics,PhD,1978-10-08,Male,285
1287,2,Nathan Gutierrez,Teacher,Biology,PhD,1978-10-08,Female,156
1288,2,Alexander Padilla,Teacher,Mathematics,Master's degree,1978-10-08,Female,93
1289,3,Todd Bridges,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,219
1290,4,Melinda Harris,Teacher,Sesotho,Master's degree,1978-10-08,Male,251
1291,1,Leah Jimenez,Teacher,Biology,PhD,1978-10-08,Female,143
1292,4,Tammy Ross,Teacher,Geography,Bachelor's degree,1978-10-08,Male,192
1293,2,Cindy Atkins,Teacher,Accounting,Bachelor's degree,1978-10-08,Female,103
1294,2,Brandon Scott,Teacher,English,PhD,1978-10-08,Male,127
1295,2,Catherine Saunders,Teacher,History,Diploma,1978-10-08,Male,270
1296,2,Gabriella Fernandez,Teacher,Physics,Bachelor's degree,1978-10-08,Female,154
1297,3,Rebecca Weber,Teacher,Geography,Bachelor's degree,1978-10-08,Male,14
1298,4,Christian Allen,Teacher,English,Diploma,1978-10-08,Male,189
1299,1,Denise Sanders,Teacher,Mathematics,Master's degree,1978-10-08,Female,108
1300,4,Stephanie Hurley,Teacher,Accounting,PhD,1978-10-08,Female,73
1301,4,James Garcia,Teacher,Chemistry,PhD,1978-10-08,Male,261
1302,1,Andrew Moore,Teacher,Physics,PhD,1978-10-08,Male,100
1303,1,James Randall,Teacher,English,PhD,1978-10-08,Male,51
1304,3,Ashlee Mccoy,Teacher,Geography,Bachelor's degree,1978-10-08,Female,179
1305,3,Brandon Haley,Teacher,Geography,Diploma,1978-10-08,Female,219
1306,2,Cindy Mcdowell,Teacher,Accounting,PhD,1978-10-08,Male,265
1307,4,Brenda Barnett,Teacher,Chemistry,PhD,1978-10-08,Female,83
1308,4,Matthew Garcia,Teacher,Sesotho,Master's degree,1978-10-08,Male,319
1309,1,John Rowland,Teacher,English,Diploma,1978-10-08,Male,135
1310,2,Sarah Sweeney,Teacher,Physics,Diploma,1978-10-08,Male,87
1311,3,Michael Wise,Teacher,History,Master's degree,1978-10-08,Female,320
1312,2,Anthony Edwards,Teacher,Accounting,Diploma,1978-10-08,Male,190
1313,1,John Tran,Teacher,Chemistry,Diploma,1978-10-08,Male,185
1314,1,David Sullivan,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,180
1315,1,Robert Dunn,Teacher,History,PhD,1978-10-08,Female,22
1316,2,Sabrina Chandler,Teacher,English,Diploma,1978-10-08,Male,110
1317,4,Doris Kelley,Teacher,Biology,Diploma,1978-10-08,Male,183
1318,1,Kimberly Rojas,Teacher,Sesotho,PhD,1978-10-08,Female,243
1319,2,Cheryl Bell,Teacher,Accounting,Diploma,1978-10-08,Female,52
1320,3,Brandon Patterson,Teacher,Physics,Master's degree,1978-10-08,Female,134
1321,2,Jason White,Teacher,Physics,PhD,1978-10-08,Female,268
1322,1,Ryan Holmes,Teacher,Mathematics,PhD,1978-10-08,Female,194
1323,1,Amanda Martinez,Teacher,Physics,Master's degree,1978-10-08,Male,199
1324,4,Amy Schwartz,Teacher,English,PhD,1978-10-08,Male,162
1325,1,Dillon Barker,Teacher,Mathematics,PhD,1978-10-08,Male,180
1326,1,Scott Perez,Teacher,English,Master's degree,1978-10-08,Male,194
1327,1,Cheryl Sanchez,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,203
1328,1,Marie Tapia,Teacher,Geography,PhD,1978-10-08,Female,176
1329,4,Joshua Huff,Teacher,History,Diploma,1978-10-08,Female,18
1330,1,Calvin Potter,Teacher,History,PhD,1978-10-08,Male,326
1331,2,Kelly Hicks,Teacher,English,Diploma,1978-10-08,Female,33
1332,2,Karen Chen,Teacher,Chemistry,Bachelor's degree,1978-10-08,Male,195
1333,2,Kenneth Watson MD,Teacher,Biology,Bachelor's degree,1978-10-08,Female,229
1334,1,Christina Combs,Teacher,Geography,Bachelor's degree,1978-10-08,Male,161
1335,2,Anita Rowland DDS,Teacher,English,Master's degree,1978-10-08,Female,58
1336,1,Danielle Cortez,Teacher,Chemistry,Master's degree,1978-10-08,Female,177
1337,1,Danielle Martinez,Teacher,Accounting,Master's degree,1978-10-08,Male,317
1338,2,Shane Burgess,Teacher,Physics,Diploma,1978-10-08,Female,302
1339,3,Thomas Leon,Teacher,History,Bachelor's degree,1978-10-08,Male,171
1340,2,Derek Case,Teacher,English,PhD,1978-10-08,Female,193
1341,1,Randall Turner,Teacher,History,Diploma,1978-10-08,Female,159
1342,4,Jennifer Fields,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,296
1343,1,Mary Flores,Teacher,Sesotho,PhD,1978-10-08,Female,321
1344,2,Phyllis Jones,Teacher,Chemistry,PhD,1978-10-08,Male,28
1345,4,Andrew Nelson,Teacher,Accounting,Master's degree,1978-10-08,Female,162
1346,1,Alison Banks,Teacher,History,Master's degree,1978-10-08,Female,322
1347,1,Dr. Laura Morgan,Teacher,Sesotho,PhD,1978-10-08,Male,157
1348,2,Marcus Williams,Teacher,Biology,Master's degree,1978-10-08,Female,197
1349,1,Christian Graves,Teacher,Geography,Diploma,1978-10-08,Male,264
1350,4,Melissa Guzman,Teacher,History,Bachelor's degree,1978-10-08,Male,75
1351,2,Cesar Larson,Teacher,Geography,Diploma,1978-10-08,Male,28
1352,3,Brittany Stephenson,Teacher,Geography,Master's degree,1978-10-08,Female,269
1353,1,Marc Davila,Teacher,History,Diploma,1978-10-08,Male,243
1354,3,David Baxter,Teacher,Geography,PhD,1978-10-08,Male,90
1355,1,Robert Schmidt,Teacher,English,Bachelor's degree,1978-10-08,Female,207
1356,3,James Flores,Teacher,Physics,Diploma,1978-10-08,Female,224
1357,2,Nicholas Acosta,Teacher,Geography,PhD,1978-10-08,Male,154
1358,4,Wesley Moore,Teacher,Sesotho,Bachelor's degree,1978-10-08,Female,118
1359,2,Melissa Lee,Teacher,Sesotho,Master's degree,1978-10-08,Male,316
1360,1,Christina Cobb,Teacher,Mathematics,Diploma,1978-10-08,Male,36
1361,4,Douglas Cook,Teacher,English,Master's degree,1978-10-08,Male,117
1362,4,Kevin White,Teacher,Physics,Bachelor's degree,1978-10-08,Male,84
1363,2,Jacob Rodriguez,Teacher,Sesotho,PhD,1978-10-08,Female,315
1364,1,Melanie Cameron,Teacher,Geography,Master's degree,1978-10-08,Male,16
1365,2,Michelle Allison,Teacher,Geography,PhD,1978-10-08,Female,145
1366,2,Michelle Robinson,Teacher,English,Master's degree,1978-10-08,Male,205
1367,3,Ashley Thompson,Teacher,Geography,Diploma,1978-10-08,Female,119
1368,2,Kelly Stevens,Teacher,Accounting,Master's degree,1978-10-08,Male,35
1369,1,Matthew Boyd,Teacher,Biology,PhD,1978-10-08,Male,27
1370,2,Tammy Young,Teacher,English,Bachelor's degree,1978-10-08,Female,305
1371,2,Alejandro Martin,Teacher,Accounting,Diploma,1978-10-08,Female,259
1372,1,Timothy Chapman,Teacher,Geography,Master's degree,1978-10-08,Male,216
1373,4,Ms. Holly Maxwell,Teacher,Biology,Bachelor's degree,1978-10-08,Female,183
1374,3,Amy Peterson,Teacher,Mathematics,Diploma,1978-10-08,Female,21
1375,2,Peter Farmer,Teacher,Geography,Diploma,1978-10-08,Female,295
1376,2,John Thomas,Teacher,Chemistry,Diploma,1978-10-08,Male,165
1377,1,Vincent Wells,Teacher,Mathematics,Master's degree,1978-10-08,Female,276
1378,3,Jessica Li,Teacher,Geography,Bachelor's degree,1978-10-08,Male,256
1379,2,Brianna Wilson,Teacher,Physics,PhD,1978-10-08,Male,58
1380,1,Thomas Taylor,Teacher,Mathematics,Diploma,1978-10-08,Female,126
1381,1,Mr. Steven Evans,Teacher,Mathematics,PhD,1978-10-08,Female,106
1382,3,Alexander Robertson,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,121
1383,2,Timothy Buchanan,Teacher,English,Diploma,1978-10-08,Female,145
1384,1,Brenda Gonzalez,Teacher,Biology,Master's degree,1978-10-08,Male,203
1385,1,Alex Smith,Teacher,English,Master's degree,1978-10-08,Female,64
1386,1,Kelsey Wilson,Teacher,Physics,PhD,1978-10-08,Female,236
1387,2,Allison Cox,Teacher,Biology,PhD,1978-10-08,Female,306
1388,1,Christopher Abbott,Teacher,Sesotho,Diploma,1978-10-08,Male,149
1389,2,Kimberly Williams,Teacher,Chemistry,PhD,1978-10-08,Female,65
1390,1,Leslie Abbott,Teacher,Sesotho,Master's degree,1978-10-08,Male,207
1391,2,Bobby Barnes,Teacher,Mathematics,PhD,1978-10-08,Male,205
1392,1,Melissa Zuniga,Teacher,Mathematics,Bachelor's degree,1978-10-08,Female,322
1393,4,Kristin Johnson,Teacher,History,Diploma,1978-10-08,Male,114
1394,1,Karina Ingram,Teacher,Physics,PhD,1978-10-08,Male,143
1395,3,Courtney Wilson,Teacher,Physics,Diploma,1978-10-08,Male,219
1396,2,Jerry Franco,Teacher,Biology,Bachelor's degree,1978-10-08,Female,272
1397,3,Sheila Williams,Teacher,English,PhD,1978-10-08,Female,7
1398,1,Mark Gutierrez,Teacher,Mathematics,PhD,1978-10-08,Female,27
1399,3,Christopher Avila,Teacher,History,Bachelor's degree,1978-10-08,Female,219
1400,1,Cody Sparks,Teacher,Mathematics,Diploma,1978-10-08,Male,326
1401,3,Ronald Floyd,Teacher,English,Diploma,1978-10-08,Male,151
1402,2,Nicole Scott,Teacher,Sesotho,PhD,1978-10-08,Male,28
1403,2,Anthony Long,Teacher,Geography,Master's degree,1978-10-08,Female,305
1404,2,Isabel Thomas,Teacher,Geography,Diploma,1978-10-08,Male,104
1405,1,Mrs. Christina Padilla,Teacher,Biology,Master's degree,1978-10-08,Male,232
1406,2,Richard Figueroa,Teacher,Chemistry,Master's degree,1978-10-08,Female,229
1407,2,Anthony Galloway,Teacher,Biology,Diploma,1978-10-08,Female,52
1408,4,Kyle Woods,Teacher,Sesotho,Bachelor's degree,1978-10-08,Male,38
1409,4,Adam Murphy,Teacher,History,Diploma,1978-10-08,Male,117
1410,1,Charles Smith,Teacher,English,Diploma,1978-10-08,Male,176
1411,3,Austin Robbins,Teacher,Geography,Master's degree,1978-10-08,Female,7
1412,1,Joanna Nunez,Teacher,Biology,Diploma,1978-10-08,Male,40
1413,1,Lee Vance,Teacher,Mathematics,Diploma,1978-10-08,Male,43
1414,1,John Leblanc,Teacher,History,PhD,1978-10-08,Male,62
1415,3,Eric Brown,Teacher,Biology,Bachelor's degree,1978-10-08,Male,202
1416,2,Jacob Washington,Teacher,Geography,Master's degree,1978-10-08,Female,33
1417,2,Charles Washington II,Teacher,Sesotho,PhD,1978-10-08,Female,74
1418,3,Toni Lowe,Teacher,Accounting,Bachelor's degree,1978-10-08,Male,140
1419,1,William Fisher,Teacher,Chemistry,Bachelor's degree,1978-10-08,Female,50
1420,3,Carla Rodriguez,Teacher,Physics,Bachelor's degree,1978-10-08,Male,184
